CIA - The World Factbook 2002 -- Field Listing - Merchant marine

| Country | Merchant marine |
| **Jersey** | none (2002 est.) |
| **Jordan** | *total:* 7 ships (1,000 GRT or over) totaling 41,206 GRT/53,401 DWT |
| | *ships by type:* bulk 1, cargo 3, container 1, roll on/roll off 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 6 (2002 est.) |
| **Kazakhstan** | *total:* 1 ship (1,000 GRT or over) totaling 1,064 GRT/646 DWT |
| | *ships by type:* roll on/roll off 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: United States 1 (2002 est.) |
| **Kenya** | *total:* 2 ships (1,000 GRT or over) totaling 4,893 GRT/6,320 DWT |
| | *ships by type:* petroleum tanker 1, roll on/roll off 1 (2002 est.) |
| **Kiribati** | *total:* 1 ship (1,000 GRT or over) totaling 1,291 GRT/1,295 DWT |
| | *ships by type:* passenger/cargo 1 (2002 est.) |
| **Korea, North** | *total:* 122 ships (1,000 GRT or over) totaling 738,886 GRT/1,037,506 DWT |
| | *ships by type:* bulk 4, cargo 102, combination bulk 1, multi-functional large-load carrier 1, passenger 2, passenger/cargo 1, petroleum tanker 6, refrigerated cargo 3, short-sea passenger 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 1, Greece 2, Pakistan 1, Singapore 1 (2002 est.) |
| **Korea, South** | *total:* 501 ships (1,000 GRT or over) totaling 5,679,171 GRT/9,172,403 DWT |
| | *ships by type:* bulk 104, cargo 160, chemical tanker 47, combination bulk 6, container 52, liquefied gas 16, multi-functional large-load carrier 1, passenger 3, petroleum tanker 73, refrigerated cargo 25, roll on/roll off 5, short-sea passenger 1, specialized tanker 3, vehicle carrier 5, includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Bulgaria 1, China 1, Greece 1, Japan 1, Malaysia 1, Norway 1, Panama 1, Saint Vincent and the Grenadines 1, United Kingdom 1 (2002 est.) |
| **Kuwait** | *total:* 38 ships (1,000 GRT or over) totaling 2,274,515 GRT/3,627,835 DWT |
| | *ships by type:* bulk 1, cargo 1, container 6, liquefied gas 6, livestock carrier 5, petroleum tanker 19 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Monaco 1, Saudi Arabia 1 (2002 est.) |
| **Laos** | *total:* 1 ship (1,000 GRT or over) totaling 2,370 GRT/3,110 DWT |
| | *ships by type:* cargo 1 (2002 est.) |
| **Latvia** | *total:* 6 ships (1,000 GRT or over) totaling 30,119 GRT/30,572 DWT |
| | *ships by type:* cargo 1, petroleum tanker 1, refrigerated cargo 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 3 (2002 est.) |
| **Lebanon** | *total:* 67 ships (1,000 GRT or over) totaling 320,770 GRT/468,293 DWT |
| | *ships by type:* bulk 8, cargo 38, chemical tanker 1, combination bulk 1, container 4, liquefied gas 1, livestock carrier 7, refrigerated cargo 1, roll on/roll off 3, vehicle carrier 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: France 1, Greece 10, Netherlands 4, Panama 1, Saint Vincent and the Grenadines 2, Spain 1, Syria 2 (2002 est.) |
| **Liberia** | *total:* 1,513 ships (1,000 GRT or over) totaling 51,912,244 GRT/79,297,046 DWT |
| | *ships by type:* barge carrier 3, bulk 313, cargo 89, chemical tanker 167, combination bulk 16, combination ore/oil 32, container 318, liquefied gas 99, multi-functional large-load carrier 4, passenger 23, petroleum tanker 302, refrigerated cargo 69, roll on/roll off 20, short-sea passenger 3, specialized tanker 13, vehicle carrier 42 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 9, Australia 2, Austria 15, Belgium 9, Brazil 5, Canada 4, Cayman Islands 1, Chile 7, China 39, Croatia 11, Denmark 4, Ecuador 1, Estonia 1, Germany 437, Greece 154, Hong Kong 69, India 5, Indonesia 1, Israel 1, Italy 5, Japan 90, Latvia 20, Man, Isle of 5, Monaco 56, Netherlands 12, New Zealand 1, Nigeria 1, Norway 103, Pakistan 1, Portugal 5, Russia 66, Saudi Arabia 21, Singapore 20, Slovenia 1, South Africa 1, South Korea 10, Spain 2, Sweden 9, Switzerland 17, Taiwan 29, Turkey 3, Ukraine 4, United Arab Emirates 12, United Kingdom 39, United States 113, Uruguay 3, Vietnam 1 (2002 est.) |
| **Libya** | *total:* 23 ships (1,000 GRT or over) totaling 209,000 GRT/278,277 DWT |
| | *ships by type:* cargo 9, chemical tanker 1, liquefied gas 3, petroleum tanker 2, roll on/roll off 4, short-sea passenger 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Algeria 1, Kuwait 1, United Arab Emirates 1 (2002 est.) |
| **Lithuania** | *total:* 47 ships (1,000 GRT or over) totaling 279,743 GRT/304,156 DWT |
| | *ships by type:* cargo 25, combination bulk 8, petroleum tanker 2, railcar carrier 1, refrigerated cargo 6, roll on/roll off 2, short-sea passenger 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 13 (2002 est.) |
| **Luxembourg** | *total:* 60 ships (1,000 GRT or over) totaling 1,487,752 GRT/2,123,579 DWT |
| | *ships by type:* bulk 2, chemical tanker 13, container 8, liquefied gas 19, passenger 4, petroleum tanker 8, roll on/roll off 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 21, Finland 3, France 8, Germany 10, Monaco 1, Netherlands 3, Norway 1, United Kingdom 9, United States 3 (2002 est.) |
| **Macau** | none (2002 est.) |
| **Madagascar** | *total:* 15 ships (1,000 GRT or over) totaling 27,199 GRT/37,462 DWT |
| | *ships by type:* cargo 9, chemical tanker 1, liquefied gas 1, petroleum tanker 2, roll on/roll off 2 (2002 est.) |
| **Malaysia** | *total:* 363 ships (1,000 GRT or over) totaling 4,952,119 GRT/7,229,299 DWT |
| | *ships by type:* bulk 57, cargo 114, chemical tanker 35, container 62, liquefied gas 20, livestock carrier 1, passenger 2, petroleum tanker 60, roll on/roll off 5, specialized tanker 1, vehicle carrier 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, China 1, Germany 2, Hong Kong 15, Indonesia 3, Japan 4, Monaco 1, Philippines 2, Singapore 78, South Korea 2, Vietnam 1 (2002 est.) |
| **Maldives** | *total:* 14 ships (1,000 GRT or over) totaling 51,532 GRT/71,298 DWT |
| | *ships by type:* cargo 13, short-sea passenger 1 (2002 est.) |
| **Malta** | *total:* 1,323 ships (1,000 GRT or over) totaling 27,208,819 GRT/44,617,877 DWT |
| | *ships by type:* bulk 440, cargo 334, chemical tanker 54, combination bulk 10, combination ore/oil 12, container 75, liquefied gas 4, livestock carrier 3, multi-functional large-load carrier 1, passenger 6, passenger/cargo 1, petroleum tanker 270, refrigerated cargo 39, roll on/roll off 45, short-sea passenger 9, specialized tanker 3, vehicle carrier 17 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 4, Austria 6, Bangladesh 1, Belgium 3, Bulgaria 19, Canada 2, China 16, Croatia 14, Cuba 1, Cyprus 7, Denmark 3, Estonia 5, Finland 1, Germany 54, Greece 627, Hong Kong 12, Iceland 3, India 10, Iran 2, Israel 26, Italy 36, Japan 2, Latvia 24, Lebanon 6, Monaco 29, Netherlands 10, Nigeria 2, Norway 43, Poland 29, Portugal 2, Romania 15, Russia 85, Saudi Arabia 1, Slovenia 2, South Korea 5, Spain 1, Switzerland 54, Syria 4, Turkey 84, Ukraine 25, United Arab Emirates 3, United Kingdom 4, United States 10 (2002 est.) |
| **Man, Isle of** | *total:* 212 ships (1,000 GRT or over) totaling 5,540,100 GRT/9,130,508 DWT |
| | *ships by type:* bulk 29, cargo 34, chemical tanker 22, combination bulk 2, container 29, liquefied gas 24, petroleum tanker 46, roll on/roll off 20, specialized tanker 1, vehicle carrier 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 45, France 1, Germany 48, Greece 6, Hong Kong 10, Iceland 1, Italy 8, Monaco 7, Netherlands 3, Norway 5, Sweden 4, Switzerland 2, United Kingdom 70, United States 1 (2002 est.) |
| **Marshall Islands** | *total:* 270 ships (1,000 GRT or over) totaling 11,807,839 GRT/19,332,014 DWT |
| | *ships by type:* bulk 82, cargo 14, chemical tanker 24, combination ore/oil 4, container 46, liquefied gas 8, multi-functional large-load carrier 1, petroleum tanker 88, vehicle carrier 3 |
| | *note:* the ship's register of the Marshall Islands is a flag of convenience register since essentially none of the vessels on it is owned domestically, includes the following foreign-owned ships registered here as a flag of convenience: China 1, Cyprus 1, Denmark 9, Germany 70, Greece 54, Hong Kong 2, Japan 4, Monaco 8, Netherlands 8, Norway 10, Poland 16, Singapore 1, Turkey 6, United Kingdom 3, United States 87, Uruguay 1 (2002 est.) |
| **Martinique** | none (2002 est.) |
| **Mauritania** | none (2002) |
| **Mauritius** | *total:* 8 ships (1,000 GRT or over) totaling 66,004 GRT/90,017 DWT |
| | *ships by type:* cargo 2, combination bulk 2, container 2, refrigerated cargo 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience:, Belgium 1, India 3, Norway 1, Switzerland 2 (2002 est.) |
| **Mayotte** | none (2002 est.) |
| **Mexico** | *total:* 44 ships (1,000 GRT or over) totaling 656,594 GRT/987,822 DWT |
| | *ships by type:* bulk 3, cargo 1, chemical tanker 4, liquefied gas 3, petroleum tanker 27, roll on/roll off 3, short-sea passenger 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Canada 2, Denmark 1 (2002 est.) |
| **Micronesia, Federated States of** | none |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: United States 1 (2002 est.) |
| **Monaco** | none (2002 est.) |
| **Montserrat** | none (2002 est.) |
| **Morocco** | *total:* 41 ships (1,000 GRT or over) totaling 227,364 GRT/277,306 DWT |
| | *ships by type:* cargo 10, chemical tanker 6, container 6, petroleum tanker 2, refrigerated cargo 8, roll on/roll off 8, short-sea passenger 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Hong Kong 1, Netherlands 2, Norway 2 (2002 est.) |
| **Mozambique** | *total:* 3 ships (1,000 GRT or over) totaling 4,125 GRT/7,024 DWT |
| | *ships by type:* cargo 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 2 (2002 est.) |
| **Namibia** | none (2002 est.) |
| **Nauru** | none (2002 est.) |
| **Netherlands** | *total:* 622 ships (1,000 GRT or over) totaling 4,587,662 GRT/5,251,529 DWT |
| | *ships by type:* bulk 3, cargo 380, chemical tanker 46, container 64, liquefied gas 16, livestock carrier 2, multi-functional large-load carrier 15, passenger 9, petroleum tanker 28, refrigerated cargo 34, roll on/roll off 18, short-sea passenger 2, specialized tanker 5 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, Canada 1, Denmark 5, Finland 5, Germany 55, Ireland 12, Norway 12, Sweden 17, United Kingdom 33, United States 12 (2002 est.) |
| **Netherlands Antilles** | *total:* 123 ships (1,000 GRT or over) totaling 1,056,362 GRT/1,341,735 DWT |
| | *ships by type:* bulk 2, cargo 39, chemical tanker 2, combination ore/oil 4, container 24, liquefied gas 5, multi-functional large-load carrier 15, passenger 1, refrigerated cargo 24, roll on/roll off 7 |
| | *note:* includes foreign-owned ships registered here as a flag of convenience: Belgium 3, Denmark 2, Germany 43, Monaco 8, Netherlands 52, New Zealand 1, Norway 3, Peru 1, Spain 1, Sweden 3, United Kingdom 5 (2002 est.) |
| **New Caledonia** | *total:* 1 ships (1,000 GRT or over) totaling 1,261 GRT/1,600 DWT |
| | *ships by type:* cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Malaysia 1 (2002 est.) |
| **New Zealand** | *total:* 8 ships (1,000 GRT or over) totaling 68,427 GRT/106,627 DWT |
| | *ships by type:* bulk 3, cargo 1, container 1, petroleum tanker 2, roll on/roll off 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Australia 1 (2002 est.) |
| **Nicaragua** | none (2002 est.) |
| **Nigeria** | *total:* 43 ships (1,000 GRT or over) totaling 331,094 GRT/614,171 DWT |
| | *ships by type:* bulk 1, cargo 7, chemical tanker 4, petroleum tanker 29, roll on/roll off 1, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Bulgaria 1, Greece 1, Norway 1, Pakistan 1, Togo 1, United States 1 (2002 est.) |
| **Niue** | none (2002 est.) |
| **Norfolk Island** | none (2002 est.) |
| **Northern Mariana Islands** | none (2002 est.) |
| **Norway** | *total:* 746 ships (1,000 GRT or over) totaling 20,691,266 GRT/32,126,513 DWT |
| | *ships by type:* bulk 84, cargo 130, chemical tanker 119, combination bulk 9, combination ore/oil 38, container 18, liquefied gas 91, passenger 6, petroleum tanker 143, refrigerated cargo 9, roll on/roll off 41, short-sea passenger 21, specialized tanker 2, vehicle carrier 35 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 1, Denmark 14, Germany 11, Greece 10, Hong Kong 7, Iceland 2, Japan 11, Lithuania 1, Monaco 42, Poland 1, Saudi Arabia 3, Singapore 10, Sweden 42, Switzerland 2, United Kingdom 4, United States 5 (2002 est.) |
| **Oman** | *total:* 3 ships (1,000 GRT or over) totaling 17,291 GRT/9,457 DWT |
| | *ships by type:* cargo 1, passenger 1, passenger/cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Singapore 1 (2002 est.) |
| **Pakistan** | *total:* 17 ships (1,000 GRT or over) totaling 241,832 GRT/367,093 DWT |
| | *ships by type:* cargo 13, container 3, petroleum tanker 1 (2002 est.) |
| **Palau** | none (2002 est.) |
| **Panama** | *total:* 4,838 ships (1,000 GRT or over) totaling 118,878,358 GRT/180,588,102 DWT |
| | *ships by type:* bulk 1,445, cargo 907, chemical tanker 337, combination bulk 73, combination ore/oil 18, container 560, liquefied gas 207, livestock carrier 5, multi-functional large-load carrier 12, passenger 38, passenger/cargo 3, petroleum tanker 542, railcar carrier 2, refrigerated cargo 283, roll on/roll off 104, short-sea passenger 38, specialized tanker 34, vehicle carrier 230 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 2, Angola 1, Antigua and Barbuda 1, Argentina 11, Australia 13, Austria 2, Bahamas, The 5, Belgium 2, Belize 6, Brazil 6, British Virgin Islands 8, Cambodia 1, Canada 9, Chile 12, China 259, Colombia 14, Croatia 2, Cuba 20, Cyprus 3, Denmark 3, Dominican Republic 1, Ecuador 3, Egypt 16, Equatorial Guinea 1, France 9, Germany 72, Greece 523, Haiti 1, Honduras 3, Hong Kong 299, Iceland 1, India 18, Indonesia 48, Ireland 1, Israel 5, Italy 9, Japan 1642, Kenya 1, Kuwait 2, Latvia 8, Liberia 5, Lithuania 1, Malaysia 18, Malta 2, Marshall Islands 1, Mexico 8, Monaco 112, Netherlands 19, Netherlands Antilles 1, Nigeria 3, Norway 98, Paraguay 1, Peru 15, Philippines 49, Poland 5, Portugal 7, Puerto Rico 2, Romania 7, Russia 12, Saint Kitts and Nevis 1, Saint Vincent and the Grenadines 5, Saudi Arabia 4, Seychelles 1, Singapore 112, South Africa 3, South Korea 342, Spain 52, Sri Lanka 3, Sudan 1, Sweden 2, Switzerland 81, Taiwan 334, Thailand 14, Trinidad and Tobago 1, Tunisia 1, Turkey 4, Ukraine 1, United Arab Emirates 54, United Kingdom 73, United States 115, Venezuela 6, Virgin Islands (UK) 8 (2002 est.) |
| **Papua New Guinea** | *total:* 22 ships (1,000 GRT or over) totaling 40,911 GRT/58,723 DWT |
| | *ships by type:* bulk 1, cargo 10, chemical tanker 1, combination ore/oil 3, container 1, petroleum tanker 3, roll on/roll off 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Singapore 2, United Kingdom 7 (2002 est.) |
| **Paraguay** | *total:* 21 ships (1,000 GRT or over) totaling 34,623 GRT/36,821 DWT |
| | *ships by type:* cargo 14, chemical tanker 1, petroleum tanker 3, roll on/roll off 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Argentina 2, Japan 1 (2002 est.) |
| **Peru** | *total:* 5 ships (1,000 GRT or over) totaling 29,470 GRT/45,451 DWT |
| | *ships by type:* cargo 4, petroleum tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: United States 1 (2002 est.) |
| **Philippines** | *total:* 416 ships (1,000 GRT or over) totaling 5,179,029 GRT/7,670,688 DWT |
| | *ships by type:* bulk 134, cargo 112, chemical tanker 2, combination bulk 7, container 5, liquefied gas 9, livestock carrier 9, passenger 4, passenger/cargo 10, petroleum tanker 41, refrigerated cargo 20, roll on/roll off 14, short-sea passenger 29, specialized tanker 2, vehicle carrier 18 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 2, Canada 1, Germany 3, Greece 8, Hong Kong 13, Japan 47, Malaysia 19, Netherlands 14, Norway 8, Panama 3, Singapore 12, South Korea 1, Taiwan 2, United Kingdom 7 (2002 est.) |
| **Pitcairn Islands** | none (2002 est.) |
| **Poland** | *total:* 19 ships (1,000 GRT or over) totaling 382,518 GRT/641,657 DWT |
| | *ships by type:* bulk 14, cargo 3, chemical tanker 1, roll on/roll off 1 (2002 est.) |
| **Portugal** | *total:* 140 ships (1,000 GRT or over) totaling 1,001,440 GRT/1,519,701 DWT |
| | *ships by type:* bulk 10, cargo 71, chemical tanker 17, container 10, liquefied gas 8, multi-functional large-load carrier 1, petroleum tanker 10, refrigerated cargo 1, roll on/roll off 6, short-sea passenger 4, vehicle carrier 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belgium 1, British Virgin Islands 1, Cyprus 1, Denmark 6, Germany 20, Greece 1, Iceland 1, Italy 16, Lebanon 1, Liberia 1, Monaco 2, Norway 5, Panama 5, Spain 22, Switzerland 8, United Kingdom 1, Virgin Islands (UK) 1 (2002 est.) |
| **Puerto Rico** | *total:* 1 ship (1,000 GRT or over) totaling 19,046 GRT/22,582 DWT |
| | *ships by type:* container 1 (2002 est.) |
| **Qatar** | *total:* 25 ships (1,000 GRT or over) totaling 679,081 GRT/1,051,088 DWT |
| | *ships by type:* cargo 10, combination ore/oil 2, container 7, petroleum tanker 6 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Kuwait 1, United Arab Emirates 3 (2002 est.) |
| **Reunion** | *total:* 1 ships (1,000 GRT or over) totaling 28,264 GRT/44,885 DWT |
| | *ships by type:* chemical tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: France 1 (2002 est.) |
| **Romania** | *total:* 70 ships (1,000 GRT or over) totaling 561,470 GRT/754,836 DWT |
| | *ships by type:* bulk 11, cargo 47, passenger 1, passenger/cargo 1, petroleum tanker 4, railcar carrier 2, roll on/roll off 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Greece 1, Italy 5 (2002 est.) |
| **Russia** | *total:* 888 ships (1,000 GRT or over) totaling 4,390,745 GRT/5,357,436 DWT |
| | *ships by type:* barge carrier 1, bulk 21, cargo 556, chemical tanker 7, combination bulk 21, combination ore/oil 6, container 29, multi-functional large-load carrier 1, passenger 41, passenger/cargo 3, petroleum tanker 153, refrigerated cargo 22, roll on/roll off 20, short-sea passenger 7 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Belize 1, Cambodia 1, Cyprus 9, Denmark 1, Estonia 4, Greece 3, Honduras 1, Latvia 4, Lithuania 3, Moldova 3, Netherlands 1, South Korea 1, Turkey 18, Turkmenistan 2, Ukraine 10, United Kingdom 5, United States 1 (2002 est.) |
| **Saint Helena** | none (2002 est.) |
| **Saint Kitts and Nevis** | none (2002 est.) |
| **Saint Lucia** | none (2002 est.) |
| **Saint Pierre and Miquelon** | none (2002 est.) |
| **Saint Vincent and the Grenadines** | *total:* 788 ships (1,000 GRT or over) totaling 7,000,660 GRT/10,702,776 DWT |
| | *ships by type:* barge carrier 1, bulk 142, cargo 382, chemical tanker 24, combination bulk 11, combination ore/oil 3, container 47, liquefied gas 7, livestock carrier 3, multi-functional large-load carrier 2, passenger 3, petroleum tanker 48, refrigerated cargo 39, roll on/roll off 52, short-sea passenger 13, specialized tanker 10, vehicle carrier 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Albania 1, Anguilla 1, Argentina 1, Australia 2, Bahamas, The 1, Bangladesh 1, Barbados 2, Belgium 4, Bulgaria 14, Canada 1, Cayman Islands 1, China 135, Colombia 1, Croatia 12, Cyprus 6, Denmark 16, Egypt 7, Estonia 6, France 27, Germany 12, Greece 156, Guyana 7, Hong Kong 23, Iceland 1, India 11, Indonesia 3, Israel 2, Italy 19, Japan 1, Kenya 4, Latvia 5, Lebanon 9, Liberia 5, Lithuania 1, Malta 1, Man, Isle of 1, Marshall Islands 3, Mexico 1, Monaco 6, Netherlands 14, Netherlands Antilles 1, Nigeria 3, Norway 33, Pakistan 5, Panama 2, Poland 2, Portugal 2, Puerto Rico 2, Russia 8, Saint Kitts and Nevis 1, Saudi Arabia 3, Singapore 4, Slovenia 7, South Korea 4, Spain 1, Sweden 6, Switzerland 10, Syria 2, Taiwan 1, Thailand 1, Trinidad and Tobago 1, Tunisia 1, Turkey 15, Ukraine 8, United Arab Emirates 45, United Kingdom 16, United States 25, Vietnam 1 (2002 est.) |
| **Samoa** | *total:* 1 ship (1,000 GRT or over) totaling 7,091 GRT/ 8,127 DWT |
| | *ships by type:* cargo 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Germany 1 (2002 est.) |
| **Sao Tome and Principe** | *total:* 41 ships (1,000 GRT or over) totaling 169,991 GRT/245,996 DWT |
| | *ships by type:* bulk 6, cargo 23, chemical tanker 1, container 3, livestock carrier 1, petroleum tanker 3, refrigerated cargo 1, roll on/roll off 2, specialized tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 1, Greece 1, Kenya 1, Portugal 1, Syria 1, Turkey 1 (2002 est.) |
| **Saudi Arabia** | *total:* 71 ships (1,000 GRT or over) totaling 1,071,315 GRT/1,412,125 DWT |
| | *ships by type:* cargo 11, chemical tanker 10, container 4, livestock carrier 3, passenger 1, petroleum tanker 20, refrigerated cargo 3, roll on/roll off 11, short-sea passenger 8 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 3, Finland 1, Greece 3, Kuwait 1, Sudan 1, United Arab Emirates 1, United Kingdom 3 (2002 est.) |
| **Serbia and Montenegro** | *total:* 1 ship (1,000 GRT or over) totaling 2,437 GRT/400 DWT |
| | *ships by type:* short-sea passenger 1 (2002 est.) |
| **Seychelles** | *total:* 2 ships (1,000 GRT or over) totaling 7,086 GRT/10,192 DWT |
| | *ships by type:* cargo 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: South Africa 2 (2002 est.) |
| **Singapore** | *total:* 876 ships (1,000 GRT or over) totaling 20,686,612 GRT/32,647,743 DWT |
| | *ships by type:* bulk 131, cargo 100, chemical tanker 81, combination bulk 10, combination ore/oil 6, container 168, liquefied gas 35, livestock carrier 2, multi-functional large-load carrier 1, petroleum tanker 287, refrigerated cargo 6, roll on/roll off 5, short-sea passenger 1, specialized tanker 11, vehicle carrier 32 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Australia 7, Belgium 6, China 12, Denmark 27, Germany 17, Greece 4, Hong Kong 44, Indonesia 8, Japan 52, Malaysia 4, Monaco 22, Netherlands 2, Norway 42, Philippines 6, Russia 3, Slovenia 1, South Korea 10, Sweden 13, Switzerland 7, Taiwan 46, Tanzania 2, Thailand 22, United Arab Emirates 4, United Kingdom 14, United States 1 (2002 est.) |
| **Slovakia** | *total:* 3 ships (1,000 GRT or over) totaling 15,191 GRT/19,489 DWT |
| | *ships by type:* cargo 3 (2002 est.) |
| **Solomon Islands** | none (2002 est.) |
| **Somalia** | none (2002 est.) |
| **South Africa** | *total:* 8 ships (1,000 GRT or over) totaling 271,650 GRT/268,604 DWT |
| | *ships by type:* container 6, petroleum tanker 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 3, Netherlands 1 (2002 est.) |
| **Spain** | *total:* 144 ships (1,000 GRT or over) totaling 1,364,751 GRT/1,962,764 DWT |
| | *ships by type:* bulk 10, cargo 31, chemical tanker 10, container 10, liquefied gas 2, livestock carrier 1, passenger 2, petroleum tanker 24, refrigerated cargo 8, roll on/roll off 35, short-sea passenger 8, vehicle carrier 3 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Croatia 1, Cuba 2, Denmark 1, Germany 7, Italy 1, Netherlands 1, Norway 6, Uruguay 3 (2002 est.) |
| **Sri Lanka** | *total:* 18 ships (1,000 GRT or over) totaling 137,321 GRT/233,367 DWT |
| | *ships by type:* bulk 1, cargo 15, container 1, petroleum tanker 1, includes some foreign-owned ships registered here as a flag of convenience: Germany 9, Hong Kong 1, United Arab Emirates 1 (2002 est.) |
| **Sudan** | *total:* 4 ships (1,000 GRT or over) totaling 39,545 GRT/51,195 DWT |
| | *ships by type:* cargo 2, roll on/roll off 2 (2002 est.) |
| **Suriname** | *total:* 3 ships (1,000 GRT or over) totaling 3,432 GRT/4,525 DWT |
| | *ships by type:* cargo 1, container 1, petroleum tanker 1 (2002 est.) |
| **Svalbard** | none (2002 est.) |
| **Sweden** | *total:* 174 ships (1,000 GRT or over) totaling 2,255,344 GRT/1,609,844 DWT |
| | *ships by type:* bulk 5, cargo 37, chemical tanker 33, combination ore/oil 4, passenger 1, petroleum tanker 27, railcar carrier 1, roll on/roll off 38, short-sea passenger 4, specialized tanker 6, vehicle carrier 18 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Denmark 8, Finland 8, Germany 3, Italy 3, Japan 2, Norway 7 (2002 est.) |
| **Switzerland** | *total:* 26 ships (1,000 GRT or over) totaling 509,943 GRT/896,309 DWT |
| | *ships by type:* bulk 15, cargo 6, chemical tanker 4, petroleum tanker 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience:, United Kingdom 6, United States 1 (2002 est.) |
| **Syria** | *total:* 143 ships (1,000 GRT or over) totaling 482,985 GRT/702,590 DWT |
| | *ships by type:* bulk 12, cargo 126, livestock carrier 4, roll on/roll off 1 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Egypt 1, Greece 2, Italy 1, Lebanon 10 (2002 est.) |
| **Taiwan** | *total:* 152 ships (1,000 GRT or over) totaling 4,262,451 GRT/6,596,950 DWT |
| | *ships by type:* bulk 40, cargo 28, combination bulk 3, container 53, petroleum tanker 17, refrigerated cargo 9, roll on/roll off 2 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Hong Kong 3, Japan 1 (2002 est.) |
| **Tanzania** | *total:* 8 ships (1,000 GRT or over) totaling 21,987 GRT/27,121 DWT |
| | *ships by type:* cargo 2, passenger/cargo 2, petroleum tanker 2, roll on/roll off 1, short-sea passenger 1 (2002 est.) |
| **Thailand** | *total:* 297 ships (1,000 GRT or over) totaling 1,661,314 GRT/2,564,820 DWT |
| | *ships by type:* bulk 34, cargo 133, chemical tanker 3, combination bulk 1, container 14, liquefied gas 20, multi-functional large-load carrier 2, passenger 1, petroleum tanker 65, refrigerated cargo 16, roll on/roll off 2, short-sea passenger 2, specialized tanker 4 |
| | *note:* includes some foreign-owned ships registered here as a flag of convenience: Germany 1, Greece 1, Indonesia 1, Japan 1, Norway 24, Panama 1, Singapore 1 (2002 est.) |
| **Togo** | *total:* 1 ships (1,000 GRT or over) totaling 2,603 GRT/2,800 DWT |
| | *ships by type:* specialized tanker 1 |
| | *note:* includes a foreign-owned ship registered here as a flag of convenience: Greece 1 (2002 est.) |
| **Tokelau** | none (2002 est.) |
| **Tonga** | *total:* 80 ships (1,000 GRT or over) totaling 292,139 GRT/421,221 DWT |
| | *ships by type:* bulk 10, cargo 54, liquefied gas 4, petroleum tanker 8, roll on/roll off 4 |
